Rk,Date,Team,H/A,Opponent,Result,Win/Loss,Team Points,Opponent Points,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_Tot,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Season,Custom,WINS,Losses
10,11/16/2013 0:00,Iowa State,Away,Oklahoma,L (10-48),L,10,48,22,36,61.1,188,0,34,103,3,1,70,291,4.2,7,11,2,20,6,59,0,2,2,2013,Big 12,0,1
11,11/23/2013 0:00,Iowa State,Home,Kansas,W (34-0),W,34,0,15,20,75,300,2,43,202,4.7,2,63,502,8,10,10,0,20,4,33,1,1,2,2013,Big 12,1,0
12,11/30/2013 0:00,Iowa State,Away,West Virginia,W (52-44),W,52,44,25,39,64.1,331,4,53,244,4.6,2,92,575,6.3,15,10,1,26,8,54,1,1,2,2013,Big 12,1,0
1,8/30/2014 0:00,Iowa State,Home,North Dakota State,L (14-34),L,14,34,20,31,64.5,151,0,26,102,3.9,2,57,253,4.4,5,10,1,16,5,31,0,2,2,2014,,0,1
2,9/6/2014 0:00,Iowa State,Home,Kansas State,L (28-32),L,28,32,22,33,66.7,214,2,37,105,2.8,1,70,319,4.6,13,6,2,21,5,55,0,1,1,2014,Big 12,0,1
3,9/13/2014 0:00,Iowa State,Away,Iowa,W (20-17),W,20,17,25,36,69.4,255,2,26,82,3.2,0,62,337,5.4,13,4,2,19,4,50,1,0,1,2014,,1,0
4,9/27/2014 0:00,Iowa State,Home,Baylor,L (28-49),L,28,49,17,39,43.6,212,2,34,127,3.7,2,73,339,4.6,9,6,3,18,7,45,0,1,1,2014,Big 12,0,1
5,10/4/2014 0:00,Iowa State,Away,Oklahoma State,L (20-37),L,20,37,17,39,43.6,200,2,33,122,3.7,0,72,322,4.5,8,8,1,17,3,45,0,0,0,2014,Big 12,0,1
6,10/11/2014 0:00,Iowa State,Home,Toledo,W (37-30),W,37,30,37,53,69.8,351,3,34,103,3,1,87,454,5.2,23,7,4,34,5,50,0,0,0,2014,,1,0
7,10/18/2014 0:00,Iowa State,Away,Texas,L (45-48),L,45,48,36,55,65.5,345,3,38,179,4.7,2,93,524,5.6,18,11,1,30,5,59,1,2,3,2014,Big 12,0,1
8,11/1/2014 0:00,Iowa State,Home,Oklahoma,L (14-59),L,14,59,17,45,37.8,247,1,31,87,2.8,1,76,334,4.4,9,5,3,17,4,40,1,0,1,2014,Big 12,0,1
9,11/8/2014 0:00,Iowa State,Away,Kansas,L (14-34),L,14,34,25,50,50,275,2,25,98,3.9,0,75,373,5,11,9,2,22,4,26,1,1,2,2014,Big 12,0,1
10,11/22/2014 0:00,Iowa State,Home,Texas Tech,L (31-34),L,31,34,24,38,63.2,304,2,46,265,5.8,2,84,569,6.8,12,14,1,27,3,35,1,0,1,2014,Big 12,0,1
11,11/29/2014 0:00,Iowa State,Home,West Virginia,L (24-37),L,24,37,26,50,52,275,2,40,135,3.4,1,90,410,4.6,12,8,2,22,4,35,0,2,2,2014,Big 12,0,1
12,12/6/2014 0:00,Iowa State,Away,TCU,L (3-55),L,3,55,16,41,39,152,0,32,84,2.6,0,73,236,3.2,8,4,1,13,2,19,0,2,2,2014,Big 12,0,1
1,9/5/2015 0:00,Iowa State,Home,Northern Iowa,W (31-7),W,31,7,21,29,72.4,233,2,32,77,2.4,1,61,310,5.1,10,3,2,15,5,48,2,0,2,2015,,1,0
2,9/12/2015 0:00,Iowa State,Home,Iowa,L (17-31),L,17,31,19,35,54.3,247,2,27,63,2.3,0,62,310,5,8,5,5,18,4,45,0,1,1,2015,,0,1
3,9/19/2015 0:00,Iowa State,Away,Toledo,L (23-30),L,23,30,26,43,60.5,274,1,49,207,4.2,1,92,481,5.2,13,13,1,27,14,113,1,0,1,2015,,0,1
4,10/3/2015 0:00,Iowa State,Home,Kansas,W (38-13),W,38,13,27,37,73,269,2,37,243,6.6,3,74,512,6.9,12,11,1,24,2,10,0,2,2,2015,Big 12,1,0
5,10/10/2015 0:00,Iowa State,Away,Texas Tech,L (31-66),L,31,66,15,30,50,180,1,45,315,7,3,75,495,6.6,6,13,0,19,4,45,0,3,3,2015,Big 12,0,1
6,10/17/2015 0:00,Iowa State,Home,TCU,L (21-45),L,21,45,24,38,63.2,346,1,38,115,3,2,76,461,6.1,12,8,4,24,8,55,2,0,2,2015,Big 12,0,1
7,10/24/2015 0:00,Iowa State,Away,Baylor,L (27-45),L,27,45,15,29,51.7,156,3,55,232,4.2,1,84,388,4.6,7,15,1,23,4,30,2,2,4,2015,Big 12,0,1
8,10/31/2015 0:00,Iowa State,Home,Texas,W (24-0),W,24,0,19,38,50,188,1,54,238,4.4,2,92,426,4.6,12,13,3,28,4,45,0,0,0,2015,Big 12,1,0
9,11/7/2015 0:00,Iowa State,Away,Oklahoma,L (16-52),L,16,52,26,51,51,260,1,38,114,3,0,89,374,4.2,11,11,0,22,5,23,0,1,1,2015,Big 12,0,1
10,11/14/2015 0:00,Iowa State,Home,Oklahoma State,L (31-35),L,31,35,11,22,50,162,1,38,249,6.6,3,60,411,6.9,6,12,1,19,3,30,0,1,1,2015,Big 12,0,1
11,11/21/2015 0:00,Iowa State,Away,Kansas State,L (35-38),L,35,38,15,20,75,210,3,44,238,5.4,2,64,448,7,11,10,0,21,2,15,4,0,4,2015,Big 12,0,1
12,11/28/2015 0:00,Iowa State,Away,West Virginia,L (6-30),L,6,30,19,39,48.7,191,0,41,93,2.3,0,80,284,3.6,10,6,1,17,4,30,1,2,3,2015,Big 12,0,1
1,9/3/2016 0:00,Iowa State,Home,Northern Iowa,L (20-25),L,20,25,18,28,64.3,256,3,25,51,2,0,53,307,5.8,10,3,3,16,9,89,2,2,4,2016,,0,1
2,9/10/2016 0:00,Iowa State,Away,Iowa,L (3-42),L,3,42,14,35,40,165,0,35,126,3.6,0,70,291,4.2,8,7,1,16,10,73,0,1,1,2016,,0,1
3,9/17/2016 0:00,Iowa State,Away,TCU,L (20-41),L,20,41,19,36,52.8,217,0,47,138,2.9,2,83,355,4.3,7,10,1,18,7,44,0,0,0,2016,Big 12,0,1
4,9/24/2016 0:00,Iowa State,Home,San Jose State,W (44-10),W,44,10,22,29,75.9,316,5,32,187,5.8,1,61,503,8.2,13,9,1,23,3,25,1,0,1,2016,,1,0
5,10/1/2016 0:00,Iowa State,Home,Baylor,L (42-45),L,42,45,17,23,73.9,261,2,54,204,3.8,4,77,465,6,12,12,2,26,9,80,0,0,0,2016,Big 12,0,1
6,10/8/2016 0:00,Iowa State,Away,Oklahoma State,L (31-38),L,31,38,25,44,56.8,283,3,42,165,3.9,1,86,448,5.2,14,9,3,26,7,41,1,2,3,2016,Big 12,0,1
7,10/15/2016 0:00,Iowa State,Away,Texas,L (6-27),L,6,27,19,34,55.9,182,0,43,98,2.3,0,77,280,3.6,7,9,3,19,6,64,1,0,1,2016,Big 12,0,1
8,10/29/2016 0:00,Iowa State,Home,Kansas State,L (26-31),L,26,31,24,43,55.8,339,2,31,154,5,1,74,493,6.7,16,8,1,25,6,51,0,1,1,2016,Big 12,0,1
9,11/3/2016 0:00,Iowa State,Home,Oklahoma,L (24-34),L,24,34,16,30,53.3,160,2,26,130,5,1,56,290,5.2,8,6,1,15,5,45,0,0,0,2016,Big 12,0,1
10,11/12/2016 0:00,Iowa State,Away,Kansas,W (31-24),W,31,24,21,30,70,220,2,46,238,5.2,2,76,458,6,12,11,1,24,5,59,0,1,1,2016,Big 12,1,0
11,11/19/2016 0:00,Iowa State,Home,Texas Tech,W (66-10),W,66,10,17,22,77.3,336,2,43,272,6.3,6,65,608,9.4,14,10,0,24,2,25,0,0,0,2016,Big 12,1,0
12,11/26/2016 0:00,Iowa State,Home,West Virginia,L (19-49),L,19,49,23,44,52.3,371,0,34,190,5.6,0,78,561,7.2,12,9,0,21,7,85,3,1,4,2016,Big 12,0,1
1,9/2/2017 0:00,Iowa State,Home,Northern Iowa,W (42-24),W,42,24,27,36,75,271,2,35,134,3.8,2,71,405,5.7,16,7,1,24,7,74,0,1,1,2017,,1,0
2,9/9/2017 0:00,Iowa State,Home,Iowa,L (41-44),L,41,44,25,46,54.3,347,4,26,120,4.6,1,72,467,6.5,14,5,3,22,2,15,0,1,1,2017,,0,1
3,9/16/2017 0:00,Iowa State,Away,Akron,W (41-14),W,41,14,24,33,72.7,317,2,37,191,5.2,3,70,508,7.3,12,7,4,23,7,72,0,0,0,2017,,1,0
4,9/28/2017 0:00,Iowa State,Home,Texas,L (7-17),L,7,17,24,49,49,246,1,15,10,0.7,0,64,256,4,15,2,1,18,4,40,0,3,3,2017,Big 12,0,1
5,10/7/2017 0:00,Iowa State,Away,Oklahoma,W (38-31),W,38,31,20,27,74.1,368,3,32,81,2.5,1,59,449,7.6,10,6,5,21,3,17,0,0,0,2017,Big 12,1,0
6,10/14/2017 0:00,Iowa State,Home,Kansas,W (45-0),W,45,0,18,30,60,212,1,43,106,2.5,4,73,318,4.4,8,5,2,15,4,38,0,0,0,2017,Big 12,1,0
7,10/21/2017 0:00,Iowa State,Away,Texas Tech,W (31-13),W,31,13,22,32,68.8,192,3,36,208,5.8,0,68,400,5.9,11,8,1,20,0,0,0,1,1,2017,Big 12,1,0
8,10/28/2017 0:00,Iowa State,Home,TCU,W (14-7),W,14,7,21,35,60,202,2,33,53,1.6,0,68,255,3.8,11,2,4,17,4,35,0,1,1,2017,Big 12,1,0
9,11/4/2017 0:00,Iowa State,Away,West Virginia,L (16-20),L,16,20,27,40,67.5,249,1,29,101,3.5,0,69,350,5.1,13,5,5,23,3,30,0,1,1,2017,Big 12,0,1
10,11/11/2017 0:00,Iowa State,Home,Oklahoma State,L (42-49),L,42,49,30,47,63.8,386,2,29,105,3.6,4,76,491,6.5,18,5,7,30,7,40,0,1,1,2017,Big 12,0,1
11,11/18/2017 0:00,Iowa State,Away,Baylor,W (23-13),W,23,13,14,28,50,180,2,40,214,5.4,0,68,394,5.8,7,13,1,21,4,50,0,0,0,2017,Big 12,1,0
12,11/25/2017 0:00,Iowa State,Away,Kansas State,L (19-20),L,19,20,24,36,66.7,264,2,30,115,3.8,0,66,379,5.7,10,7,1,18,9,85,0,0,0,2017,Big 12,0,1
13,12/30/2017 0:00,Iowa State,Away,Memphis*,W (21-20),W,21,20,24,38,63.2,314,2,42,32,0.8,1,80,346,4.3,15,5,2,22,3,20,1,0,1,2017,,1,0
1,9/8/2018 0:00,Iowa State,Away,Iowa,L (3-13),L,3,13,19,31,61.3,169,0,25,19,0.8,0,56,188,3.4,6,4,1,11,7,65,1,0,1,2018,,0,1
2,9/15/2018 0:00,Iowa State,Home,Oklahoma,L (27-37),L,27,37,25,36,69.4,360,2,29,87,3,1,65,447,6.9,12,6,2,20,4,35,0,1,1,2018,Big 12,0,1
3,9/22/2018 0:00,Iowa State,Home,Akron,W (26-13),W,26,13,26,34,76.5,233,1,35,132,3.8,1,69,365,5.3,12,8,1,21,5,50,2,0,2,2018,,1,0
4,9/29/2018 0:00,Iowa State,Away,TCU,L (14-17),L,14,17,14,28,50,79,1,28,119,4.3,1,56,198,3.5,6,6,3,15,1,15,1,0,1,2018,Big 12,0,1
5,10/6/2018 0:00,Iowa State,Away,Oklahoma State,W (48-42),W,48,42,19,25,76,325,4,38,140,3.7,2,63,465,7.4,11,7,3,21,5,36,1,1,2,2018,Big 12,1,0
6,10/13/2018 0:00,Iowa State,Home,West Virginia,W (30-14),W,30,14,18,25,72,254,3,47,244,5.2,1,72,498,6.9,11,10,4,25,10,95,0,1,1,2018,Big 12,1,0
7,10/27/2018 0:00,Iowa State,Home,Texas Tech,W (40-31),W,40,31,13,27,48.1,250,2,51,172,3.4,2,78,422,5.4,9,10,5,24,4,25,1,0,1,2018,Big 12,1,0
8,11/3/2018 0:00,Iowa State,Away,Kansas,W (27-3),W,27,3,17,24,70.8,273,3,38,121,3.2,0,62,394,6.4,10,9,1,20,2,12,0,0,0,2018,Big 12,1,0
9,11/10/2018 0:00,Iowa State,Home,Baylor,W (28-14),W,28,14,18,23,78.3,230,1,30,127,4.2,2,53,357,6.7,12,8,1,21,4,30,0,0,0,2018,Big 12,1,0
10,11/17/2018 0:00,Iowa State,Away,Texas,L (10-24),L,10,24,13,29,44.8,148,0,30,62,2.1,1,59,210,3.6,5,7,0,12,3,20,1,1,2,2018,Big 12,0,1
11,11/24/2018 0:00,Iowa State,Home,Kansas State,W (42-38),W,42,38,20,27,74.1,337,2,32,156,4.9,3,59,493,8.4,11,9,2,20,5,56,1,2,3,2018,Big 12,1,0
12,12/1/2018 0:00,Iowa State,Home,Drake,W (27-24),W,27,24,17,25,68,159,1,42,114,2.7,3,67,273,4.1,8,8,1,17,2,15,1,1,2,2018,,1,0
13,12/28/2018 0:00,Iowa State,N,Washington State*,L (26-28),L,26,28,18,27,66.7,315,0,39,200,5.1,3,66,515,7.8,10,11,1,22,10,63,1,2,3,2018,,0,1
1,8/31/2019 0:00,Iowa State,Home,Northern Iowa,W (29-26),W,29,26,30,41,73.2,278,2,45,185,4.1,1,86,463,5.4,17,7,2,26,5,50,1,0,1,2019,,1,0
2,9/14/2019 0:00,Iowa State,Home,Iowa,L (17-18),L,17,18,25,35,71.4,327,2,19,91,4.8,0,54,418,7.7,14,6,0,20,4,21,2,0,2,2019,,0,1
3,9/21/2019 0:00,Iowa State,Home,Louisiana-Monroe,W (72-20),W,72,20,22,30,73.3,444,4,37,270,7.3,4,67,714,10.7,16,15,0,31,4,45,1,1,2,2019,,1,0
4,9/28/2019 0:00,Iowa State,Away,Baylor,L (21-23),L,21,23,27,45,60,342,2,28,63,2.3,1,73,405,5.5,18,2,3,23,2,25,1,1,2,2019,Big 12,0,1
5,10/5/2019 0:00,Iowa State,Home,TCU,W (49-24),W,49,24,19,24,79.2,247,2,37,189,5.1,4,61,436,7.1,10,7,4,21,5,35,0,0,0,2019,Big 12,1,0
6,10/12/2019 0:00,Iowa State,Away,West Virginia,W (38-14),W,38,14,19,30,63.3,229,1,43,143,3.3,4,73,372,5.1,13,10,3,26,4,30,0,1,1,2019,Big 12,1,0
7,10/19/2019 0:00,Iowa State,Away,Texas Tech,W (34-24),W,34,24,23,32,71.9,378,3,23,186,8.1,2,55,564,10.3,14,6,1,21,6,51,0,1,1,2019,Big 12,1,0
8,10/26/2019 0:00,Iowa State,Home,Oklahoma State,L (27-34),L,27,34,39,62,62.9,382,1,25,86,3.4,2,87,468,5.4,22,7,1,30,2,20,0,3,3,2019,Big 12,0,1
9,11/9/2019 0:00,Iowa State,Away,Oklahoma,L (41-42),L,41,42,19,31,61.3,282,5,38,195,5.1,1,69,477,6.9,12,10,4,26,11,84,0,0,0,2019,Big 12,0,1
10,11/16/2019 0:00,Iowa State,Home,Texas,W (23-21),W,23,21,30,49,61.2,354,2,30,112,3.7,0,79,466,5.9,18,6,2,26,3,25,0,1,1,2019,Big 12,1,0
11,11/23/2019 0:00,Iowa State,Home,Kansas,W (41-31),W,41,31,29,42,69,372,4,35,117,3.3,2,77,489,6.4,18,5,1,24,6,50,0,1,1,2019,Big 12,1,0
12,11/30/2019 0:00,Iowa State,Away,Kansas State,L (17-27),L,17,27,15,30,50,185,1,24,51,2.1,1,54,236,4.4,7,2,1,10,8,55,0,0,0,2019,Big 12,0,1
13,12/28/2019 0:00,Iowa State,N,Notre Dame*,L (9-33),L,9,33,18,32,56.3,227,0,27,45,1.7,0,59,272,4.6,9,4,1,14,1,5,2,0,2,2019,,0,1
1,9/12/2020 0:00,Iowa State,Home,Louisiana,L (14-31),L,14,31,16,35,45.7,145,0,36,158,4.4,2,71,303,4.3,7,10,1,18,3,24,1,1,2,2020,,0,1
2,9/26/2020 0:00,Iowa State,Away,TCU,W (37-34),W,37,34,18,23,78.3,211,1,28,212,7.6,4,51,423,8.3,8,6,0,14,3,25,1,0,1,2020,Big 12,1,0
3,10/3/2020 0:00,Iowa State,Home,Oklahoma,W (37-30),W,37,30,13,25,52,282,1,31,135,4.4,3,56,417,7.4,11,8,6,25,9,90,1,0,1,2020,Big 12,1,0
4,10/10/2020 0:00,Iowa State,Home,Texas Tech,W (31-15),W,31,15,32,43,74.4,302,2,43,214,5,2,86,516,6,14,15,0,29,6,40,1,0,1,2020,Big 12,1,0
5,10/24/2020 0:00,Iowa State,Away,Oklahoma State,L (21-24),L,21,24,19,34,55.9,162,1,33,227,6.9,2,67,389,5.8,9,8,1,18,9,70,0,1,1,2020,Big 12,0,1
6,10/31/2020 0:00,Iowa State,Away,Kansas,W (52-22),W,52,22,25,36,69.4,294,3,35,258,7.4,4,71,552,7.8,14,12,0,26,4,45,0,1,1,2020,Big 12,1,0
7,11/7/2020 0:00,Iowa State,Home,Baylor,W (38-31),W,38,31,15,24,62.5,164,3,41,198,4.8,2,65,362,5.6,12,10,1,23,1,5,1,3,4,2020,Big 12,1,0
8,11/21/2020 0:00,Iowa State,Home,Kansas State,W (45-0),W,45,0,19,25,76,299,3,44,240,5.5,3,69,539,7.8,11,14,1,26,4,30,0,0,0,2020,Big 12,1,0
9,11/27/2020 0:00,Iowa State,Away,Texas,W (23-20),W,23,20,25,36,69.4,312,1,33,121,3.7,1,69,433,6.3,13,9,3,25,7,55,0,0,0,2020,Big 12,1,0
10,12/5/2020 0:00,Iowa State,Home,West Virginia,W (42-6),W,42,6,20,23,87,247,3,44,236,5.4,3,67,483,7.2,11,12,3,26,6,65,0,0,0,2020,Big 12,1,0
11,12/19/2020 0:00,Iowa State,N,Oklahoma,L (21-27),L,21,27,27,40,67.5,322,1,31,113,3.6,2,71,435,6.1,15,3,2,20,5,42,0,3,3,2020,Big 12,0,1
12,1/2/2021 0:00,Iowa State,N,Oregon*,W (34-17),W,34,17,20,29,69,156,1,56,228,4.1,3,85,384,4.5,10,14,1,25,4,20,0,0,0,2021,,1,0
1,9/4/2021 0:00,Iowa State,Home,Northern Iowa,W (16-10),W,16,10,21,26,80.8,199,0,34,136,4,1,60,335,5.6,9,7,1,17,4,31,0,0,0,2021,,1,0
2,9/11/2021 0:00,Iowa State,Home,Iowa,L (17-27),L,17,27,24,43,55.8,252,1,27,87,3.2,1,70,339,4.8,13,6,2,21,4,25,1,3,4,2021,,0,1
3,9/18/2021 0:00,Iowa State,Away,Nevada-Las Vegas,W (48-3),W,48,3,23,30,76.7,309,3,37,184,5,3,67,493,7.4,15,11,1,27,7,52,1,0,1,2021,,1,0
4,9/25/2021 0:00,Iowa State,Away,Baylor,L (29-31),L,29,31,22,33,66.7,263,1,40,216,5.4,2,73,479,6.6,14,9,4,27,3,25,0,1,1,2021,Big 12,0,1
5,10/2/2021 0:00,Iowa State,Home,Kansas,W (59-7),W,59,7,19,27,70.4,274,4,33,290,8.8,4,60,564,9.4,11,14,0,25,5,35,0,0,0,2021,Big 12,1,0
6,10/16/2021 0:00,Iowa State,Away,Kansas State,W (33-20),W,33,20,22,25,88,208,1,35,210,6,2,60,418,7,13,6,0,19,4,34,0,0,0,2021,Big 12,1,0
7,10/23/2021 0:00,Iowa State,Home,Oklahoma State,W (24-21),W,24,21,27,33,81.8,307,2,33,67,2,1,66,374,5.7,13,2,3,18,4,40,0,0,0,2021,Big 12,1,0
8,10/30/2021 0:00,Iowa State,Away,West Virginia,L (31-38),L,31,38,16,27,59.3,185,1,34,239,7,2,61,424,7,5,10,1,16,5,35,1,0,1,2021,Big 12,0,1
9,11/6/2021 0:00,Iowa State,Home,Texas,W (30-7),W,30,7,28,39,71.8,301,1,34,175,5.1,2,73,476,6.5,14,6,3,23,6,45,1,0,1,2021,Big 12,1,0
10,11/13/2021 0:00,Iowa State,Away,Texas Tech,L (38-41),L,38,41,32,42,76.2,356,3,25,89,3.6,2,67,445,6.6,19,4,3,26,5,40,0,2,2,2021,Big 12,0,1
11,11/20/2021 0:00,Iowa State,Away,Oklahoma,L (21-28),L,21,28,35,52,67.3,310,2,35,51,1.5,1,87,361,4.1,15,7,3,25,6,50,1,2,3,2021,Big 12,0,1
12,11/26/2021 0:00,Iowa State,Home,TCU,W (48-14),W,48,14,21,30,70,262,2,21,281,13.4,4,51,543,10.6,14,8,0,22,2,20,0,0,0,2021,Big 12,1,0
13,12/29/2021 0:00,Iowa State,N,Clemson*,L (13-20),L,13,20,23,39,59,204,1,21,66,3.1,0,60,270,4.5,9,4,1,14,8,70,0,1,1,2021,,0,1
1,9/3/2022 0:00,Iowa State,Home,Southeast Missouri State,W (42-10),W,42,10,25,31,80.6,293,4,36,176,4.9,2,67,469,7,12,10,4,26,3,20,0,1,1,2022,,1,0
2,9/10/2022 0:00,Iowa State,Away,Iowa,W (10-7),W,10,7,25,38,65.8,184,1,41,129,3.1,0,79,313,4,12,7,2,21,5,45,1,2,3,2022,,1,0
3,9/17/2022 0:00,Iowa State,Home,Ohio,W (43-10),W,43,10,32,42,76.2,300,3,32,163,5.1,2,74,463,6.3,17,5,0,22,9,73,1,0,1,2022,,1,0
4,9/24/2022 0:00,Iowa State,Home,Baylor,L (24-31),L,24,31,23,36,63.9,284,2,27,66,2.4,1,63,350,5.6,11,5,1,17,8,78,0,2,2,2022,Big 12,0,1
5,10/1/2022 0:00,Iowa State,Away,Kansas,L (11-14),L,11,14,30,48,62.5,287,1,30,26,0.9,0,78,313,4,12,6,2,20,4,40,1,1,2,2022,Big 12,0,1
6,10/8/2022 0:00,Iowa State,Home,Kansas State,L (9-10),L,9,10,22,38,57.9,198,0,24,78,3.3,0,62,276,4.5,9,4,0,13,5,40,0,0,0,2022,Big 12,0,1
7,10/15/2022 0:00,Iowa State,Away,Texas,L (21-24),L,21,24,25,36,69.4,329,2,28,74,2.6,1,64,403,6.3,15,3,2,20,6,40,1,1,2,2022,Big 12,0,1
8,10/29/2022 0:00,Iowa State,Home,Oklahoma,L (13-27),L,13,27,37,57,64.9,308,1,27,66,2.4,0,84,374,4.5,16,4,0,20,3,21,0,3,3,2022,Big 12,0,1
9,11/5/2022 0:00,Iowa State,Home,West Virginia,W (31-14),W,31,14,24,36,66.7,219,2,38,172,4.5,2,74,391,5.3,14,9,3,26,2,25,0,0,0,2022,Big 12,1,0
10,11/12/2022 0:00,Iowa State,Away,Oklahoma State,L (14-20),L,14,20,28,43,65.1,274,1,36,59,1.6,1,79,333,4.2,14,3,2,19,8,53,2,3,5,2022,Big 12,0,1
11,11/19/2022 0:00,Iowa State,Home,Texas Tech,L (10-14),L,10,14,23,36,63.9,294,1,43,128,3,0,79,422,5.3,15,7,0,22,6,40,0,0,0,2022,Big 12,0,1
12,11/26/2022 0:00,Iowa State,Away,TCU,L (14-62),L,14,62,19,38,50,171,1,31,159,5.1,1,69,330,4.8,6,10,3,19,8,78,1,2,3,2022,Big 12,0,1
1,9/1/2012 0:00,Kansas,Home,South Dakota State,W (31-17),W,31,17,17,36,47.2,169,1,48,263,5.5,3,84,432,5.1,9,12,1,22,5,45,1,1,2,2012,,1,0
2,9/8/2012 0:00,Kansas,Home,Rice,L (24-25),L,24,25,16,28,57.1,144,1,36,195,5.4,2,64,339,5.3,8,11,3,22,5,28,1,2,3,2012,,0,1
3,9/15/2012 0:00,Kansas,Home,TCU,L (6-20),L,6,20,19,39,48.7,303,0,26,77,3,0,65,380,5.8,13,5,1,19,4,35,1,1,2,2012,Big 12,0,1
4,9/22/2012 0:00,Kansas,Away,Northern Illinois,L (23-30),L,23,30,11,27,40.7,150,0,45,179,4,2,72,329,4.6,8,12,1,21,4,21,0,0,0,2012,,0,1
5,10/6/2012 0:00,Kansas,Away,Kansas State,L (16-56),L,16,56,19,32,59.4,213,1,49,175,3.6,1,81,388,4.8,11,13,0,24,2,10,2,3,5,2012,Big 12,0,1
6,10/13/2012 0:00,Kansas,Home,Oklahoma State,L (14-20),L,14,20,15,32,46.9,211,1,49,187,3.8,1,81,398,4.9,9,10,3,22,4,46,0,0,0,2012,Big 12,0,1
7,10/20/2012 0:00,Kansas,Away,Oklahoma,L (7-52),L,7,52,13,28,46.4,124,0,58,185,3.2,1,86,309,3.6,6,13,1,20,4,36,1,2,3,2012,Big 12,0,1
8,10/27/2012 0:00,Kansas,Home,Texas,L (17-21),L,17,21,3,9,33.3,39,0,56,234,4.2,2,65,273,4.2,2,14,2,18,1,5,1,0,1,2012,Big 12,0,1
9,11/3/2012 0:00,Kansas,Away,Baylor,L (14-41),L,14,41,11,26,42.3,96,0,41,246,6,2,67,342,5.1,2,12,3,17,4,29,0,2,2,2012,Big 12,0,1
10,11/10/2012 0:00,Kansas,Away,Texas Tech,L (34-41),L,34,41,6,15,40,29,2,57,390,6.8,2,72,419,5.8,1,15,3,19,3,25,0,0,0,2012,Big 12,0,1
11,11/17/2012 0:00,Kansas,Home,Iowa State,L (23-51),L,23,51,11,25,44,189,1,48,252,5.3,2,73,441,6,9,12,2,23,1,10,3,1,4,2012,Big 12,0,1
12,12/1/2012 0:00,Kansas,Away,West Virginia,L (10-59),L,10,59,7,16,43.8,117,0,45,157,3.5,1,61,274,4.5,4,9,0,13,8,70,0,1,1,2012,Big 12,0,1
1,9/7/2013 0:00,Kansas,Home,South Dakota,W (31-14),W,31,14,10,20,50,110,1,50,280,5.6,3,70,390,5.6,4,15,1,20,9,71,1,0,1,2013,,1,0
2,9/14/2013 0:00,Kansas,Away,Rice,L (14-23),L,14,23,14,29,48.3,170,1,35,100,2.9,1,64,270,4.2,5,6,0,11,4,20,0,2,2,2013,,0,1
3,9/21/2013 0:00,Kansas,Home,Louisiana Tech,W (13-10),W,13,10,28,46,60.9,279,1,33,117,3.5,0,79,396,5,14,5,1,20,8,68,0,2,2,2013,,1,0
4,10/5/2013 0:00,Kansas,Home,Texas Tech,L (16-54),L,16,54,18,35,51.4,220,2,37,53,1.4,0,72,273,3.8,7,6,2,15,12,81,3,1,4,2013,Big 12,0,1
5,10/12/2013 0:00,Kansas,Away,TCU,L (17-27),L,17,27,13,26,50,152,1,34,46,1.4,0,60,198,3.3,2,5,0,7,6,44,1,1,2,2013,Big 12,0,1
6,10/19/2013 0:00,Kansas,Home,Oklahoma,L (19-34),L,19,34,5,13,38.5,16,1,39,185,4.7,2,52,201,3.9,2,8,2,12,6,65,0,0,0,2013,Big 12,0,1
7,10/26/2013 0:00,Kansas,Home,Baylor,L (14-59),L,14,59,11,33,33.3,154,1,50,154,3.1,1,83,308,3.7,8,7,1,16,9,80,1,0,1,2013,Big 12,0,1
8,11/2/2013 0:00,Kansas,Away,Texas,L (13-35),L,13,35,12,23,52.2,166,0,36,140,3.9,1,59,306,5.2,4,8,1,13,7,44,1,0,1,2013,Big 12,0,1
9,11/9/2013 0:00,Kansas,Away,Oklahoma State,L (6-42),L,6,42,10,25,40,114,0,49,202,4.1,0,74,316,4.3,5,10,0,15,8,80,0,1,1,2013,Big 12,0,1
10,11/16/2013 0:00,Kansas,Home,West Virginia,W (31-19),W,31,19,5,12,41.7,61,0,54,315,5.8,4,66,376,5.7,2,12,0,14,9,90,1,0,1,2013,Big 12,1,0
11,11/23/2013 0:00,Kansas,Away,Iowa State,L (0-34),L,0,34,11,31,35.5,92,0,41,187,4.6,0,72,279,3.9,6,7,0,13,5,45,1,1,2,2013,Big 12,0,1
12,11/30/2013 0:00,Kansas,Home,Kansas State,L (10-31),L,10,31,17,36,47.2,151,1,38,72,1.9,0,74,223,3,9,7,2,18,5,25,2,4,6,2013,Big 12,0,1
1,9/6/2014 0:00,Kansas,Home,Southeast Missouri State,W (34-28),W,34,28,12,24,50,196,3,49,261,5.3,1,73,457,6.3,8,11,1,20,9,80,0,0,0,2014,,1,0
